995;-1222;3728;0;0;0;0;0;84;3;0;9;
995;-1222;3728;2;0;2;0;-1;129;44;-8;9;
995;-1222;3728;2;0;2;0;-1;129;44;-8;9;
995;-1222;3728;0;0;0;0;0;43;16;4;9;
995;-1222;3728;0;0;0;0;0;61;-40;2;9;
995;-1222;3728;0;0;0;0;0;126;-40;-1;10;
995;-1222;3728;0;0;0;0;0;93;42;1;9;
995;-1222;3728;0;0;0;0;0;57;38;0;9;
995;-1222;3728;0;0;0;0;0;95;17;-1;9;
995;-1222;3728;0;0;0;0;0;97;5;0;9;
995;-1222;3728;0;0;0;0;0;112;7;0;8;
995;-1222;3728;0;0;0;0;0;123;-1;0;-10;
995;-1222;3728;0;0;0;0;0;144;1;0;9;
995;-1222;3728;0;0;0;0;0;112;5;-1;9;
995;-1222;3728;0;0;0;0;0;96;22;1;10;
995;-1222;3728;0;0;0;0;0;127;32;0;9;
995;-1222;3728;0;0;0;0;0;132;29;0;9;
995;-1222;3728;0;0;0;0;0;102;16;0;9;
995;-1222;3728;0;0;0;0;0;106;21;-1;11;
995;-1222;3728;0;0;0;0;0;108;23;0;9;
995;-1222;3728;0;0;0;0;0;83;15;0;9;
995;-1222;3728;0;0;0;0;0;73;8;1;9;
995;-1222;3728;0;0;0;0;0;61;27;-1;-9;
995;-1222;3728;0;0;0;0;0;75;21;0;9;
995;-1222;3728;0;0;0;0;0;95;18;0;9;
995;-1222;3728;0;0;0;0;0;94;13;-1;10;
995;-1222;3728;0;0;0;0;0;115;24;0;12;
995;-1222;3728;0;0;0;0;0;126;24;-1;10;
995;-1222;3728;0;0;0;0;0;116;27;0;9;
995;-1222;3728;0;0;0;0;0;126;31;-1;9;
995;-1222;3728;0;0;0;0;0;132;27;0;8;
995;-1222;3728;1;0;1;0;-2;146;17;-17;9;
995;-1222;3728;0;-1;0;-1;-5;89;78;-16;11;
995;-1222;3728;1;-2;1;-2;-6;35;40;-1;11;
995;-1222;3728;1;-2;1;-2;-4;19;-90;2;11;
996;-1222;3727;2;-1;2;-1;-2;108;-104;8;13;
996;-1222;3727;0;0;0;0;0;122;-106;1;9;
996;-1222;3727;0;0;0;0;0;86;-32;-1;10;
996;-1222;3727;0;0;0;0;0;62;54;0;9;
996;-1222;3727;0;0;0;0;0;95;-16;0;10;
996;-1222;3727;0;0;0;0;0;89;-17;0;9;
996;-1222;3727;0;0;0;0;0;101;9;0;11;
996;-1222;3727;0;0;0;0;0;129;2;0;9;
996;-1222;3727;0;0;0;0;0;135;17;1;9;
996;-1222;3727;0;0;0;0;0;131;16;0;9;
996;-1222;3727;0;0;0;0;0;123;5;0;8;
996;-1222;3727;0;0;0;0;0;138;17;0;9;
996;-1222;3727;0;0;0;0;0;122;22;0;9;
996;-1222;3727;0;0;0;0;2;191;53;5;9;
996;-1222;3728;0;0;0;0;9;61;-47;46;11;
995;-1222;3728;-1;0;-1;0;17;371;-75;31;10;
995;-1222;3729;-1;4;-1;4;18;238;-140;24;12;
995;-1222;3729;-4;6;-4;6;17;287;1;0;12;
995;-1222;3730;-4;8;-4;8;11;191;178;-21;-10;
995;-1222;3730;-1;6;-1;6;4;122;206;-21;10;
995;-1222;3730;-1;3;-1;2;0;105;176;-11;10;
994;-1222;3730;-1;0;-1;0;0;74;125;-5;12;
994;-1222;3730;-1;0;-1;0;0;58;43;0;10;
994;-1222;3730;-1;0;-1;0;0;80;-41;1;11;
994;-1222;3730;0;0;0;0;0;97;-16;0;9;
994;-1222;3730;0;0;0;0;0;132;38;0;10;
994;-1222;3730;0;0;0;0;0;101;29;-1;9;
994;-1222;3730;0;0;0;0;0;102;19;0;10;
994;-1222;3730;0;0;0;0;0;134;15;1;9;
994;-1222;3730;0;0;0;0;0;128;6;0;9;
994;-1222;3730;0;0;0;0;0;118;2;0;9;
994;-1222;3730;0;0;0;0;0;106;5;0;9;
994;-1222;3730;0;0;0;0;0;122;13;0;9;
994;-1222;3730;0;0;0;0;0;136;20;0;9;
994;-1222;3730;0;0;0;0;0;123;9;0;9;
994;-1222;3730;0;0;0;0;0;130;15;0;11;
994;-1222;3730;0;0;0;0;0;150;15;-1;9;
994;-1222;3730;0;0;0;0;0;160;28;0;9;
994;-1222;3730;0;0;0;0;0;139;36;-1;11;
994;-1222;3730;0;0;0;0;0;140;12;1;10;
994;-1222;3730;0;0;0;0;0;153;8;1;-10;
994;-1222;3730;0;0;0;0;0;153;26;0;9;
994;-1222;3730;0;0;0;0;0;157;34;1;12;
994;-1222;3730;0;0;0;0;0;151;30;0;9;
994;-1222;3730;0;0;0;0;0;122;36;1;10;
994;-1222;3730;0;0;0;0;0;135;35;-1;9;
994;-1222;3730;0;0;0;0;0;153;29;0;10;
994;-1222;3730;0;0;0;0;0;117;12;0;11;
994;-1222;3730;0;0;0;0;0;110;28;0;9;
994;-1222;3730;0;0;0;0;0;134;22;-1;-11;
994;-1222;3730;0;0;0;0;0;142;24;0;9;
994;-1222;3730;0;0;0;0;0;114;23;0;9;
994;-1222;3730;0;0;0;0;0;122;19;0;9;
994;-1222;3730;1;0;1;0;-3;141;43;-19;10;
994;-1222;3730;2;0;2;0;-5;63;42;-19;10;
994;-1222;3730;1;0;1;0;-4;23;22;-2;11;
995;-1221;3730;2;0;2;0;-3;101;-37;3;10;
