1742597033;0.6333;-0.6027
1742597033;0.6280;-0.6187
1742597033;0.6387;-0.6187
1742597033;0.6173;-0.6133
1742597033;0.6333;-0.6187
1742597033;0.6333;-0.6187
1742597034;0.6387;-0.6240
1742597034;0.6280;-0.6133
1742597034;0.6333;-0.6133
1742597034;0.6333;-0.6187
1742597034;0.6333;-0.6080
1742597034;0.6333;-0.6453
1742597034;0.6333;-0.6347
1742597035;0.6280;-0.6187
1742597035;0.6440;-0.6347
1742597035;0.6333;-0.6347
1742597035;0.6280;-0.6133
1742597035;0.6333;-0.6027
1742597035;0.6333;-0.6133
1742597035;0.6333;-0.6027
1742597035;0.6440;-0.6240
1742597036;0.6333;-0.6347
1742597036;0.6120;-0.5920
1742597036;0.6173;-0.5387
1742597036;0.6280;-0.5120
1742597036;0.6280;-0.4800
1742597036;0.6387;-0.4213
1742597036;0.6333;-0.3840
1742597037;0.6333;-0.3307
1742597037;0.6440;-0.3040
1742597037;0.6600;-0.2560
1742597037;0.6440;-0.2187
1742597037;0.6600;-0.1867
1742597037;0.6600;-0.1387
1742597037;0.6653;-0.0907
1742597037;0.6653;-0.0693
1742597038;0.6707;-0.0160
1742597038;0.6707;0.0267
1742597038;0.6707;0.0587
1742597038;0.6707;0.0907
1742597038;0.6760;0.1333
1742597038;0.6760;0.1813
1742597038;0.6813;0.2293
1742597039;0.6760;0.2720
1742597039;0.6760;0.2933
1742597039;0.6760;0.3520
1742597039;0.6600;0.3840
1742597039;0.6440;0.4213
1742597039;0.6280;0.5067
1742597039;0.5853;0.5280
1742597039;0.5480;0.5600
1742597040;0.5107;0.5813
1742597040;0.4680;0.6080
1742597040;0.4413;0.6240
1742597040;0.3720;0.6240
1742597040;0.3293;0.6560
1742597040;0.2867;0.6453
1742597040;0.2120;0.6453
1742597041;0.1800;0.6667
1742597041;0.1320;0.6720
1742597041;0.0893;0.6560
1742597041;0.0413;0.6453
1742597041;0.0200;0.6400
1742597041;-0.0333;0.6133
1742597041;-0.0547;0.6240
1742597041;-0.1027;0.6133
1742597042;-0.1507;0.6293
1742597042;-0.1933;0.6293
1742597042;-0.2307;0.6293
1742597042;-0.2840;0.5973
1742597042;-0.3160;0.6240
1742597042;-0.3640;0.6133
1742597042;-0.3907;0.5760
1742597043;-0.4120;0.5493
1742597043;-0.4600;0.5333
1742597043;-0.4920;0.5013
1742597043;-0.5240;0.4640
1742597043;-0.5507;0.4053
1742597043;-0.5773;0.3680
1742597043;-0.5880;0.3360
1742597043;-0.6200;0.2507
1742597044;-0.6307;0.2133
1742597044;-0.6360;0.1653
1742597044;-0.6413;0.0907
1742597044;-0.6520;0.0693
1742597044;-0.6520;0.0000
1742597044;-0.6467;-0.0373
1742597044;-0.6360;-0.0800
1742597045;-0.6200;-0.1067
1742597045;-0.6200;-0.1547
1742597045;-0.6093;-0.1973
1742597045;-0.5987;-0.2347
1742597045;-0.5880;-0.2613
1742597045;-0.5880;-0.3040
1742597045;-0.5773;-0.3467
1742597045;-0.5667;-0.3680
1742597046;-0.5400;-0.4160
1742597046;-0.5133;-0.4427
1742597046;-0.4760;-0.4747
1742597046;-0.4547;-0.5067
1742597046;-0.4067;-0.5280
1742597046;-0.3587;-0.5547
1742597046;-0.3160;-0.5600
1742597047;-0.2627;-0.5920
1742597047;-0.2040;-0.6133
1742597047;-0.1560;-0.6133
1742597047;-0.1293;-0.6080
1742597047;-0.0760;-0.6080
1742597047;-0.0387;-0.6080
1742597047;0.0040;-0.5920
1742597047;0.0573;-0.5920
1742597048;0.0840;-0.5867
1742597048;0.1373;-0.5813
1742597048;0.1587;-0.5813
1742597048;0.2120;-0.5867
1742597048;0.2440;-0.5867
1742597048;0.2653;-0.5920
1742597048;0.2920;-0.5867
1742597049;0.2813;-0.5920
1742597049;0.2867;-0.6187
1742597049;0.2920;-0.6133
1742597049;0.2867;-0.5920
1742597049;0.2920;-0.6187
1742597049;0.2813;-0.5920
1742597049;0.2920;-0.6080
1742597050;0.2867;-0.5920
1742597050;0.2867;-0.6080
1742597050;0.2920;-0.5867
1742597050;0.2867;-0.6027
1742597050;0.2867;-0.6027
