1742495982;1.0280;-1.2000
1742495982;1.0227;-1.2213
1742495982;1.0227;-1.2213
1742495983;1.0333;-1.2213
1742495983;1.0227;-1.2000
1742495983;1.0280;-1.2107
1742495983;1.0280;-1.2267
1742495983;1.0280;-1.2213
1742495983;1.0013;-1.1627
1742495983;1.0013;-1.1147
1742495984;0.9853;-1.0613
1742495984;0.9800;-1.0293
1742495984;0.9853;-0.9600
1742495984;0.9853;-0.9120
1742495984;0.9800;-0.8800
1742495984;0.9800;-0.8320
1742495984;0.9853;-0.7840
1742495984;0.9853;-0.7733
1742495985;0.9960;-0.6987
1742495985;0.9960;-0.6827
1742495985;1.0013;-0.6560
1742495985;1.0013;-0.6027
1742495985;1.0013;-0.5547
1742495985;1.0173;-0.5173
1742495985;1.0173;-0.4427
1742495986;1.0227;-0.4533
1742495986;1.0227;-0.3947
1742495986;1.0227;-0.3147
1742495986;1.0227;-0.3147
1742495986;1.0120;-0.2560
1742495986;1.0227;-0.2240
1742495986;1.0280;-0.1920
1742495986;1.0227;-0.1333
1742495987;1.0173;-0.0800
1742495987;1.0333;-0.0427
1742495987;1.0280;0.0160
1742495987;1.0227;0.0587
1742495987;1.0280;0.0907
1742495987;1.0280;0.1333
1742495987;1.0333;0.1813
1742495988;1.0440;0.1867
1742495988;1.0333;0.2187
1742495988;1.0333;0.3093
1742495988;1.0333;0.3787
1742495988;1.0333;0.4213
1742495988;1.0440;0.4427
1742495988;1.0280;0.4853
1742495988;1.0227;0.5493
1742495989;1.0280;0.5707
1742495989;0.9907;0.6560
1742495989;1.0013;0.6720
1742495989;0.9853;0.7093
1742495989;0.9587;0.7413
1742495989;0.9480;0.7733
1742495989;0.9160;0.8213
1742495990;0.8893;0.8533
1742495990;0.8627;0.8640
1742495990;0.8360;0.8907
1742495990;0.7987;0.9440
1742495990;0.7667;0.9493
1742495990;0.7293;0.9653
1742495990;0.6760;0.9920
1742495991;0.6440;0.9973
1742495991;0.6120;0.9920
1742495991;0.5800;0.9973
1742495991;0.5213;0.9920
1742495991;0.4680;1.0293
1742495991;0.4520;1.0293
1742495991;0.4040;1.0240
1742495991;0.3613;1.0507
1742495992;0.3240;1.0187
1742495992;0.2813;1.0507
1742495992;0.2547;1.0507
1742495992;0.2013;1.0613
1742495992;0.1587;1.0773
1742495992;0.1267;1.0880
1742495992;0.0680;1.0827
1742495993;0.0413;1.0560
1742495993;-0.0387;1.0933
1742495993;-0.0333;1.0720
1742495993;-0.1293;1.0773
1742495993;-0.1613;1.1040
1742495993;-0.1933;1.0933
1742495993;-0.2680;1.1093
1742495994;-0.2573;1.0720
1742495994;-0.3160;1.1200
1742495994;-0.3480;1.0933
1742495994;-0.3800;1.0827
1742495994;-0.4280;1.0613
1742495994;-0.4600;1.0507
1742495994;-0.5133;1.0560
1742495994;-0.5507;1.0613
1742495995;-0.5773;1.0293
1742495995;-0.6147;0.9973
1742495995;-0.6520;0.9600
1742495995;-0.6840;0.9493
1742495995;-0.7320;0.9493
1742495995;-0.7320;0.8693
1742495995;-0.7907;0.8640
1742495995;-0.8067;0.8267
1742495996;-0.8280;0.7680
1742495996;-0.8547;0.7253
1742495996;-0.8760;0.6987
1742495996;-0.8760;0.6453
1742495996;-0.8867;0.5973
1742495996;-0.8760;0.5387
1742495996;-0.8760;0.4960
1742495997;-0.8760;0.4533
1742495997;-0.8760;0.4107
1742495997;-0.8707;0.3573
1742495997;-0.8920;0.3147
1742495997;-0.8707;0.2720
1742495997;-0.8760;0.2240
1742495997;-0.8760;0.1813
1742495998;-0.8867;0.1440
1742495998;-0.8920;0.0960
1742495998;-0.8867;0.0533
1742495998;-0.8867;0.0053
1742495998;-0.8760;-0.0320
1742495998;-0.8920;-0.0693
1742495998;-0.8920;-0.0960
1742495998;-0.9027;-0.1547
1742495999;-0.9027;-0.1973
1742495999;-0.9027;-0.2240
1742495999;-0.9027;-0.2667
1742495999;-0.9080;-0.3147
1742495999;-0.9187;-0.3520
1742495999;-0.9187;-0.4107
1742495999;-0.9187;-0.4480
1742496000;-0.9187;-0.4853
1742496000;-0.9080;-0.5280
1742496000;-0.9240;-0.5707
1742496000;-0.9187;-0.6027
1742496000;-0.9080;-0.6347
1742496000;-0.8867;-0.6827
1742496000;-0.8867;-0.7147
1742496001;-0.8547;-0.7627
1742496001;-0.8333;-0.7947
1742496001;-0.8067;-0.8320
1742496001;-0.7747;-0.8427
1742496001;-0.7480;-0.8907
1742496001;-0.7160;-0.9120
1742496001;-0.6787;-0.9547
1742496001;-0.6360;-0.9547
1742496002;-0.5880;-0.9760
1742496002;-0.5560;-0.9920
1742496002;-0.5080;-0.9920
1742496002;-0.4920;-1.0080
1742496002;-0.4280;-0.9973
1742496002;-0.3960;-0.9973
1742496002;-0.3320;-1.0027
1742496003;-0.3160;-1.0187
1742496003;-0.2680;-1.0347
1742496003;-0.2040;-1.0240
1742496003;-0.1720;-1.0400
1742496003;-0.1187;-1.0400
1742496003;-0.0760;-1.0347
1742496003;-0.0440;-1.0347
1742496004;0.0040;-1.0400
1742496004;0.0413;-1.0613
1742496004;0.0413;-1.0720
1742496004;0.1373;-1.0613
1742496004;0.1213;-1.0933
1742496004;0.1853;-1.1040
1742496004;0.2547;-1.0827
1742496004;0.2867;-1.0880
1742496005;0.3133;-1.0987
1742496005;0.3560;-1.0987
1742496005;0.3933;-1.0933
1742496005;0.4573;-1.1307
1742496005;0.4413;-1.1147
1742496005;0.5427;-1.1307
1742496005;0.5853;-1.1520
1742496005;0.6120;-1.1573
1742496006;0.6173;-1.1360
1742496006;0.6120;-1.1627
1742496006;0.6173;-1.1467
1742496006;0.6067;-1.1520
1742496006;0.6120;-1.1573
1742496006;0.6067;-1.1627
1742496006;0.6173;-1.1680
1742496007;0.6120;-1.1627
1742496007;0.6280;-1.1573
1742496007;0.6280;-1.1627
1742496007;0.6280;-1.1627
1742496007;0.6333;-1.1573
1742496007;0.6280;-1.1573
1742496007;0.6280;-1.1573
1742496008;0.6333;-1.1627
1742496008;0.6387;-1.1307
1742496008;0.6280;-1.1467
1742496008;0.6280;-1.1520
1742496008;0.6280;-1.1467
