629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-4;
629;-618;852;0;0;0;0;0;0;0;0;-5;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-4;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-5;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-5;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-8;
629;-618;852;0;0;0;0;0;0;0;0;-5;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-4;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;-5;
629;-618;852;0;0;0;0;0;0;0;0;-3;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-7;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;0;0;0;0;7;
629;-618;852;0;0;0;0;0;0;0;0;-6;
629;-618;852;0;0;0;0;1;0;0;0;-7;
629;-618;852;0;0;0;0;1;0;0;0;-7;
629;-618;852;0;0;0;0;1;0;0;0;-7;
629;-618;852;0;0;0;0;1;0;0;0;-8;
629;-618;852;0;0;0;0;1;0;0;0;-6;
629;-618;852;0;0;0;0;1;0;0;0;4;
629;-618;852;0;0;0;0;1;0;0;0;-6;
629;-618;852;0;0;0;0;1;0;0;0;-6;
629;-618;852;0;0;0;0;1;0;0;0;-6;
629;-618;852;0;0;0;0;1;0;0;0;-5;
629;-618;852;0;0;0;0;1;0;0;2;-6;
629;-618;852;0;0;0;0;1;-1;0;10;-3;
629;-618;854;0;0;0;0;0;-2;0;29;5;
628;-618;855;0;0;0;0;0;1;2;30;-5;
628;-618;855;0;0;0;0;-1;1;2;30;-3;
628;-618;856;0;0;0;0;-1;0;0;24;-4;
628;-618;857;0;0;0;0;-1;-2;0;18;-3;
