1008.74;-1207.85;20.3613;
1008.9;-1208.14;20.3619;
1008.9;-1208.14;20.3619;
1008.79;-1207.86;20.3616;
1008.79;-1207.86;20.3616;
1008.6;-1208.08;20.3616;
1008.6;-1208.08;20.3616;
1008.37;-1207.86;20.363;
1008.84;-1208.13;20.3604;
1008.44;-1208.01;20.3577;
1008.44;-1208.01;20.3577;
1008.67;-1208.12;20.3662;
1008.8;-1208.5;20.3648;
1008.43;-1208.21;20.3652;
1008.43;-1208.21;20.3652;
1008.74;-1208.09;20.36;
1009.01;-1208.03;20.362;
1008.63;-1207.93;20.3615;
1008.63;-1207.99;20.363;
1008.85;-1208.07;20.3642;
1008.85;-1208.07;20.3642;
1008.59;-1207.87;20.3606;
1008.5;-1208.5;20.3606;
1008.5;-1208.5;20.3606;
1008.44;-1208.13;20.3636;
1008.72;-1207.8;20.3617;
1008.72;-1207.8;20.3617;
1008.69;-1207.5;20.362;
1008.58;-1208;20.3655;
1008.14;-1207.92;20.362;
1008.14;-1207.92;20.362;
1008.69;-1208.21;20.3616;
1009.04;-1208.06;20.3643;
1008.72;-1208.07;20.3654;
1008.72;-1208.07;20.3654;
1008.86;-1207.93;20.3631;
1008.81;-1207.72;20.3642;
1008.41;-1207.68;20.3623;
1008.58;-1208;20.3645;
1008.69;-1207.91;20.3665;
1008.69;-1207.91;20.3665;
1008.74;-1207.59;20.3646;
1009.12;-1207.8;20.3619;
1008.64;-1208.38;20.3671;
1008.64;-1208.38;20.3671;
1008.71;-1208.07;20.3641;
1008.81;-1208.33;20.3613;
1008.36;-1207.8;20.36;
1008.87;-1208.13;20.3588;
1008.69;-1207.9;20.362;
1008.69;-1207.9;20.362;
1008.62;-1207.63;20.3616;
1008.62;-1207.63;20.3616;
1008.5;-1207.81;20.3635;
1008.5;-1207.81;20.3635;
1008.58;-1208.06;20.3617;
1008.53;-1208.35;20.3635;
1008.7;-1208.11;20.3651;
1008.7;-1208.11;20.3651;
1008.77;-1208;20.3648;
1008.45;-1208;20.3611;
1008.81;-1208.04;20.362;
1008.84;-1208.28;20.3616;
1008.49;-1208.41;20.3613;
1008.49;-1208.41;20.3613;
1008.29;-1207.92;20.3634;
1009.15;-1208.28;20.3664;
1008.57;-1208.06;20.3621;
1008.57;-1208.06;20.3621;
1008.62;-1207.78;20.3592;
1008.43;-1208.07;20.3642;
1008.84;-1208.14;20.3654;
1008.86;-1208.07;20.3643;
1008.69;-1207.86;20.3612;
1008.69;-1207.86;20.3612;
1008.69;-1207.86;20.3612;
1008.43;-1208.25;20.3613;
1008.5;-1207.83;20.3613;
1008.5;-1207.83;20.3613;
1008.83;-1207.92;20.3655;
1008.59;-1207.85;20.3668;
1008.87;-1208;20.362;
1008.87;-1208;20.362;
1008.64;-1207.58;20.3602;
1008.54;-1208.3;20.3658;
1009.14;-1208.09;20.3641;
1008.54;-1208.2;20.3641;
1008.7;-1207.79;20.3615;
1008.7;-1207.79;20.3615;
1008.58;-1208;20.3618;
1008.58;-1208.02;20.3597;
1008.79;-1207.78;20.3674;
1008.79;-1207.78;20.3674;
1008.58;-1208;20.3652;
1008.58;-1208;20.3652;
1008.7;-1208.17;20.361;
1008.56;-1207.86;20.3641;
1008.57;-1207.99;20.3618;
1008.57;-1207.99;20.3618;
1008.57;-1208.2;20.363;
1008.57;-1208.22;20.3663;
1008.76;-1208.08;20.3636;
1008.76;-1208.08;20.3636;
1009.14;-1208.03;20.3628;
1008.44;-1207.98;20.3623;
1009.02;-1208.02;20.3645;
1009.02;-1208.02;20.3645;
1008.77;-1207.71;20.3617;
1008.77;-1207.71;20.3617;
1008.59;-1207.87;20.3581;
1008.6;-1208.06;20.3616;
1008.74;-1208.14;20.3595;
1008.74;-1208.14;20.3595;
1009.08;-1207.98;20.3628;
1008.58;-1208;20.3622;
1008.68;-1208.02;20.3616;
1008.68;-1208.02;20.3616;
1008.48;-1208.14;20.3674;
1008.89;-1207.95;20.3629;
1008.87;-1208;20.3623;
