1304;-675;79;1304;-674;1;0;0;11;0;
1304;-675;79;1304;-674;1;0;0;13;12;
1302;-675;79;1304;-674;1;0;0;13;8;
1304;-675;79;1304;-674;1;0;0;23;-11;
1304;-675;79;1304;-674;1;0;0;27;-15;
1304;-675;79;1304;-674;1;0;0;-6;43;
1304;-675;79;1304;-674;1;0;0;20;7;
1302;-675;79;1304;-674;1;0;0;-17;30;
1302;-675;79;1304;-674;1;0;0;2;63;
1304;-675;79;1304;-674;1;0;0;-41;38;
1304;-675;79;1304;-674;1;0;0;-32;3;
1304;-675;79;1304;-674;1;0;0;-14;2;
1304;-675;79;1304;-674;1;0;0;3;39;
1304;-675;79;1304;-674;1;0;0;3;19;
1304;-675;79;1304;-674;1;0;0;-13;4;
1304;-675;79;1304;-674;1;0;0;4;17;
1304;-675;79;1304;-674;1;0;0;18;-60;
1304;-675;79;1304;-674;1;0;0;10;-29;
1304;-675;79;1304;-674;1;0;0;13;21;
1304;-675;79;1304;-674;1;0;0;-19;15;
1304;-675;79;1304;-674;1;0;0;14;1;
1302;-675;79;1304;-674;1;0;0;23;31;
1302;-675;79;1304;-674;1;0;0;17;4;
1304;-675;79;1304;-674;1;0;0;1;11;
1304;-675;79;1304;-674;1;0;0;-22;14;
1304;-675;79;1304;-674;1;0;0;0;8;
1304;-675;79;1304;-674;1;0;0;26;-32;
1304;-675;79;1304;-674;1;0;0;32;2;
1304;-675;79;1304;-674;1;0;0;-2;43;
1304;-675;79;1304;-674;1;0;0;11;-2;
1304;-675;79;1304;-674;1;0;0;7;21;
1304;-675;79;1304;-674;1;0;0;-61;-41;
1304;-675;79;1304;-674;1;0;0;21;-2;
1304;-675;79;1304;-674;1;0;0;22;2;
1304;-675;79;1304;-674;1;0;0;-11;7;
1304;-675;79;1304;-674;1;0;0;-2;26;
1304;-675;79;1304;-674;1;0;0;-12;44;
1304;-676;79;1304;-674;1;0;0;-12;13;
1304;-675;79;1304;-674;1;0;0;8;-2;
1304;-675;79;1304;-674;1;0;0;5;49;
1304;-675;79;1304;-674;1;0;0;14;-9;
1304;-675;79;1304;-674;1;0;0;25;11;
1304;-675;78;1304;-674;1;0;0;-4;35;
1304;-675;79;1304;-674;1;0;0;9;29;
1304;-675;79;1304;-674;1;0;0;-56;57;
1304;-675;79;1304;-674;1;0;0;-8;-5;
1304;-675;79;1304;-674;1;0;0;-14;-3;
1304;-675;79;1304;-674;1;0;0;14;14;
1304;-675;79;1304;-674;1;0;0;6;36;
1304;-675;79;1304;-674;1;0;0;6;-16;
1304;-675;79;1304;-674;1;0;0;5;30;
1304;-675;79;1304;-674;1;0;0;-9;53;
1304;-675;79;1304;-674;1;0;0;-15;-61;
1304;-675;79;1304;-674;1;0;0;-2;-9;
1304;-675;79;1304;-674;1;0;0;18;-15;
