1027;-944;-1663;1028;-944;-1665;0;-1;-47;-19;0;-101;
1027;-943;-1663;1028;-944;-1667;1;-2;-52;-22;1;-101;
1027;-944;-1665;1028;-944;-1669;1;-2;-55;-24;1;-101;
1029;-944;-1667;1028;-944;-1671;0;-1;-37;-27;0;-101;
1027;-944;-1668;1028;-944;-1672;0;-1;-20;-27;0;-101;
1027;-944;-1670;1028;-944;-1673;0;-3;-4;-26;0;-101;
1029;-944;-1672;1028;-944;-1674;2;-3;10;-21;2;-101;
1029;-944;-1672;1028;-944;-1675;2;-3;3;-17;2;-101;
1029;-944;-1672;1028;-944;-1675;0;-3;-3;-16;0;-101;
1029;-944;-1672;1029;-944;-1676;1;-2;0;-14;1;-101;
1029;-944;-1672;1029;-944;-1676;1;-2;0;-12;1;-101;
1029;-945;-1672;1029;-944;-1677;1;-2;0;-11;1;-101;
1029;-944;-1672;1029;-944;-1677;2;-1;0;-10;2;-101;
1029;-944;-1672;1029;-944;-1677;0;-1;0;-9;0;-101;
1029;-944;-1672;1029;-944;-1677;2;-1;0;-8;2;-101;
1029;-944;-1672;1029;-944;-1678;0;-1;0;-7;0;-101;
1029;-944;-1672;1029;-944;-1678;1;0;0;-6;1;101;
1029;-944;-1672;1029;-944;-1678;1;0;21;-4;1;101;
1029;-944;-1672;1029;-944;-1677;1;0;42;0;1;101;
1029;-944;-1672;1029;-944;-1676;1;0;36;1;1;101;
1029;-944;-1670;1029;-944;-1675;1;0;44;5;1;101;
1027;-943;-1656;1029;-944;-1660;0;1;0;11;0;101;
1027;-941;-1658;1027;-942;-1654;14;45;59;18;15;101;
1021;-935;-1652;1024;-938;-1652;41;83;16;16;42;101;
1016;-929;-1650;1023;-935;-1651;54;101;-5;15;54;101;
1009;-921;-1650;1020;-931;-1651;65;124;-18;10;66;101;
1006;-915;-1650;1018;-927;-1652;75;139;-14;8;76;101;
998;-902;-1650;1014;-921;-1652;87;159;-14;5;88;101;
967;-847;-1652;996;-886;-1654;131;229;-16;-3;131;101;
962;-841;-1654;992;-878;-1655;131;237;-16;-4;132;101;
954;-825;-1654;988;-869;-1655;139;248;-14;-5;140;101;
933;-779;-1656;970;-829;-1657;155;277;-20;-8;155;357;
841;-574;-1663;902;-636;-1667;155;354;-8;-10;155;357;
833;-559;-1665;898;-622;-1668;151;357;-1;-9;151;357;
814;-521;-1665;884;-582;-1669;146;366;-12;-9;146;357;
782;-449;-1667;859;-503;-1673;134;373;-4;-11;134;357;
771;-425;-1667;850;-474;-1674;128;378;-7;-10;128;357;
764;-409;-1667;846;-462;-1675;125;380;-10;-10;125;357;
754;-384;-1670;839;-435;-1676;122;382;-15;-10;121;357;
737;-344;-1670;827;-393;-1678;111;395;-10;-12;110;357;
728;-326;-1670;823;-379;-1679;104;392;-16;-12;103;357;
583;-7;-1676;738;-23;-1687;122;401;-13;-4;121;357;
574;37;-1676;735;20;-1688;135;399;1;-6;134;357;
570;46;-1676;734;37;-1689;135;399;-1;-6;134;357;
569;63;-1676;734;50;-1689;138;403;0;-5;138;357;
566;71;-1678;733;66;-1689;137;399;-1;-5;137;357;
559;108;-1678;733;96;-1689;139;400;-2;-4;138;357;
555;119;-1678;732;109;-1690;138;400;-1;-4;138;357;
551;134;-1678;732;126;-1690;138;398;0;-3;138;357;
549;142;-1678;732;142;-1690;139;398;-7;-3;138;357;
545;160;-1678;732;155;-1690;140;398;-9;-4;140;357;
540;178;-1678;732;171;-1691;142;401;-16;-5;142;357;
537;185;-1678;732;185;-1691;145;400;-17;-6;145;357;
533;202;-1679;733;201;-1692;146;401;-13;-6;146;357;
532;211;-1679;734;218;-1692;150;406;-13;-8;150;357;
527;231;-1679;734;231;-1693;150;403;-10;-8;150;357;
526;239;-1679;736;247;-1694;155;407;-12;-9;155;357;
523;256;-1679;737;262;-1694;153;403;-12;-9;154;357;
521;275;-1681;739;278;-1695;155;403;-17;-10;155;357;
518;293;-1681;741;294;-1696;159;404;-16;-10;159;357;
517;303;-1681;743;308;-1696;160;404;-13;-11;160;357;
514;323;-1683;745;324;-1697;164;403;-15;-11;164;357;
