1194;-978;499;1194;-978;499;0;0;0;0;31;
1195;-980;499;1195;-980;499;-4;-58;0;0;31;
1194;-978;499;1194;-979;499;0;0;0;0;31;
1194;-978;500;1194;-979;499;1;18;0;0;31;
1194;-978;501;1194;-979;500;1;18;0;0;0;
1194;-978;501;1193;-978;500;0;0;0;0;0;
1194;-980;502;1193;-979;502;-6;-6;0;0;0;
1192;-978;503;1193;-979;503;-5;0;0;0;-31;
1192;-977;503;1193;-979;503;0;0;0;0;-31;
1192;-978;503;1193;-979;503;-3;6;0;0;-31;
1192;-977;503;1192;-978;503;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1193;-977;502;0;0;0;0;-31;
1192;-977;502;1192;-978;502;-2;-1;0;0;-31;
1192;-977;502;1192;-978;502;0;0;0;0;-31;
1192;-978;502;1192;-978;502;-2;-1;0;0;-31;
1192;-977;502;1192;-978;502;0;0;0;0;-31;
1192;-978;501;1192;-978;502;0;0;0;0;0;
1194;-980;501;1193;-979;501;-3;-8;0;0;0;
1195;-980;501;1194;-980;501;0;0;0;0;0;
1194;-980;501;1193;-979;501;0;0;0;0;0;
1194;-980;501;1193;-979;501;0;0;0;0;0;
1194;-980;501;1193;-979;501;0;0;0;0;0;
1194;-978;501;1194;-978;501;0;0;0;0;0;
1195;-980;501;1194;-979;501;-2;-5;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1195;-980;501;1194;-979;501;1;-3;0;0;0;
1194;-980;501;1194;-980;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;1;1;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;2;1;0;0;0;
1195;-978;501;1194;-978;501;0;0;0;0;0;
1194;-980;501;1194;-979;500;-4;-2;0;0;0;
1195;-978;501;1194;-979;500;5;0;0;0;0;
1194;-980;501;1194;-979;500;0;0;0;0;0;
1194;-978;501;1193;-978;501;0;0;0;0;0;
1195;-978;501;1195;-979;501;0;0;0;0;0;
1195;-980;501;1194;-980;501;0;0;0;0;0;
1195;-978;501;1194;-979;501;2;4;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-980;501;1194;-979;501;-2;1;0;0;0;
1195;-980;501;1194;-979;501;-1;0;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1195;-978;501;1194;-979;501;0;0;0;0;0;
1195;-980;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;1;2;0;0;0;
1194;-980;501;1194;-979;501;-5;-1;0;0;0;
1195;-980;501;1194;-980;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;4;2;0;0;0;
1194;-978;501;1194;-978;501;0;0;0;0;0;
1194;-980;501;1193;-980;501;0;0;0;0;0;
1194;-978;501;1194;-978;501;0;0;0;0;0;
1194;-980;501;1194;-980;501;0;0;0;0;0;
1194;-980;501;1194;-980;501;0;0;0;0;0;
1194;-980;501;1194;-980;501;0;0;0;0;0;
1195;-978;501;1194;-979;501;6;0;0;0;0;
1195;-980;501;1194;-979;501;4;0;0;0;0;
1195;-978;501;1194;-979;501;0;0;0;0;0;
1194;-980;501;1194;-979;501;-3;2;0;0;0;
1194;-980;501;1193;-979;501;0;0;0;0;0;
1194;-978;500;1194;-979;500;1;1;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;0;
1195;-978;501;1194;-979;501;2;-1;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1195;-978;501;1194;-979;501;2;-1;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1195;-980;501;1194;-979;501;0;1;0;0;0;
1194;-980;501;1194;-979;501;-3;0;0;0;0;
1195;-978;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1195;-978;501;1194;-979;501;3;0;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;2;1;0;0;0;
1194;-978;501;1194;-979;501;1;1;0;0;0;
1194;-980;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;1;1;0;0;0;
1194;-978;501;1194;-978;501;0;0;0;0;0;
1195;-978;501;1194;-978;501;1;-2;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1194;-978;501;1194;-979;501;0;0;0;0;0;
1195;-980;501;1195;-980;501;0;0;0;0;0;
1194;-980;501;1194;-980;501;-2;3;0;0;0;
1195;-978;501;1194;-979;501;0;4;0;0;-31;
1195;-980;501;1194;-979;500;0;-4;0;0;0;
1194;-978;501;1194;-979;500;1;-1;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;-31;
1195;-978;501;1194;-979;500;0;-1;0;0;0;
1194;-980;501;1194;-979;500;-1;0;0;0;-31;
1194;-980;501;1193;-980;501;0;0;0;0;0;
1194;-978;501;1194;-978;500;0;0;0;0;-31;
1194;-980;501;1194;-980;500;0;0;0;0;-31;
1194;-978;501;1194;-979;500;5;1;0;0;-31;
1195;-978;501;1194;-978;500;0;0;0;0;-31;
1194;-978;501;1194;-979;500;-2;-1;0;0;-31;
1194;-978;501;1194;-979;500;0;0;0;0;-31;
1194;-978;500;1194;-979;500;0;0;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;-31;
1194;-980;501;1194;-979;500;0;0;0;0;-31;
1195;-980;501;1195;-980;500;0;0;0;0;-31;
1194;-980;501;1193;-979;500;0;0;0;0;-31;
1195;-980;500;1194;-980;500;1;-1;0;0;0;
1194;-978;500;1194;-979;500;2;4;0;0;0;
1195;-978;499;1194;-978;499;0;0;0;0;0;
1195;-978;500;1194;-979;499;0;-3;0;0;0;
1194;-978;500;1194;-979;499;0;0;0;0;0;
1195;-978;500;1195;-978;500;0;0;0;0;0;
1194;-978;501;1194;-978;500;-1;2;0;0;0;
1194;-978;500;1194;-979;500;0;0;0;0;0;
1195;-978;501;1194;-979;500;0;-2;0;0;0;
1194;-978;501;1194;-979;500;0;0;0;0;0;
1194;-978;500;1193;-978;500;0;0;0;0;0;
1195;-978;501;1194;-978;500;3;-3;0;0;0;
1194;-978;500;1194;-978;500;0;0;0;0;0;
1195;-980;500;1194;-979;500;-2;-1;0;0;0;
1194;-978;500;1194;-979;500;0;0;0;0;0;
1194;-978;501;1193;-978;500;0;0;0;0;0;
1195;-978;500;1194;-978;500;3;-3;0;0;0;
1194;-978;500;1194;-979;500;0;0;0;0;0;
1195;-978;501;1195;-978;500;0;0;0;0;0;
1194;-978;500;1193;-978;500;0;0;0;0;0;
1195;-980;501;1194;-979;500;-1;-5;0;0;0;
1195;-978;500;1191;-975;500;150;589;150;589;-94;
1195;-978;500;1194;-978;500;145;569;109;449;-94;
1194;-978;500;1194;-979;500;143;570;150;589;-94;
1194;-978;501;1189;-973;500;150;589;150;589;-125;
1192;-977;500;1193;-978;500;141;561;140;589;-94;
1192;-976;498;1188;-972;499;129;589;129;589;-94;
1185;-972;494;1181;-967;494;90;600;90;600;-62;
1179;-967;491;1181;-969;492;80;594;50;600;-31;
1133;-939;478;1150;-945;483;-79;600;-79;600;62;
1113;-927;474;1111;-922;475;-100;600;-100;600;94;
1113;-925;473;1108;-919;474;-100;600;-100;600;94;
1113;-925;473;1108;-920;474;-109;589;-109;589;94;
1113;-925;472;1109;-920;473;-109;589;-109;589;125;
1113;-925;472;1110;-920;473;-109;589;-109;589;125;
1113;-921;473;1112;-924;472;-99;531;-109;589;125;
1111;-917;473;1108;-916;473;-100;600;-100;600;125;
1108;-904;473;1109;-908;473;-81;636;-109;589;125;
1105;-897;473;1102;-897;474;-109;589;-109;589;125;
1098;-882;474;1099;-885;474;-102;651;-100;600;125;
1082;-853;475;1088;-865;475;-90;600;-90;600;125;
1070;-834;476;1074;-839;476;-96;740;-79;600;125;
1059;-815;478;1068;-830;476;-103;792;-79;600;125;
1052;-805;478;1060;-818;477;-70;600;-70;600;125;
1031;-777;480;1035;-781;479;-70;600;-70;600;125;
